F1,season,variety_a,variety_b,variety_c,year,best,worst,var_a,var_b,var_c,elevation,Tnmax,best1,worst1,middle1
851,Apante-2015,PM2 Don Rey,INTA Ferroso,INTA Fuerte Sequia,2015,B,A,Worse,Worse,Worse,454,15.36333333,,,
852,Apante-2016,INTA Rojo,INTA Fuerte Sequia,PM2 Don Rey,2016,B,A,Worse,Better,Worse,1036,14.26333333,,,
853,Apante-2016,INTA Ferroso,INTA Fuerte Sequia,BRT 103-182,2016,A,C,Better,Better,Better,505,15.74333333,,,
854,Apante-2015,BRT 103-182,PM2 Don Rey,ALS 0532-6,2015,A,C,Better,Worse,Worse,445,15.49666667,,,
855,Apante-2015,INTA Rojo,INTA Centro Sur,INTA Precoz,2015,B,C,Worse,Better,Worse,372,18.31,,,
856,Apante-2015,INTA Centro Sur,INTA Ferroso,INTA Rojo,2015,A,C,Better,Worse,Worse,257,18.61,,,
857,Postrera-2016,INTA Matagalpa,INTA Centro Sur,INTA Precoz,2016,B,A,Worse,Better,Worse,414,16.99666667,,,
858,Apante-2015,INTA Fuerte Sequia,INTA Centro Sur,INTA Rojo,2016,B,A,Worse,Better,Worse,573,18.23666667,,,
859,Postrera-2015,INTA Precoz,PM2 Don Rey,ALS 0532-6,2015,B,A,Worse,Better,Better,289,17.13666667,,,
860,Apante-2015,PM2 Don Rey,SJC 730-79,INTA Precoz,2016,A,C,Better,Worse,Worse,563,18.27,,,
861,Postrera-2016,INTA Ferroso,PM2 Don Rey,INTA Centro Sur,2016,C,A,Worse,Worse,Better,366,17.02333333,,,
862,Postrera-2016,INTA Precoz,INTA Ferroso,INTA Rojo,2016,A,C,Better,Better,Better,285,16.91,,,
863,Postrera-2015,ALS 0532-6,INTA Matagalpa,SJC 730-79,2015,A,C,Better,Worse,Better,259,17.35,,,
864,Apante-2015,ALS 0532-6,PM2 Don Rey,SJC 730-79,2015,C,A,Worse,Worse,Better,304,18.73,,,
865,Apante-2015,BRT 103-182,PM2 Don Rey,INTA Matagalpa,2015,B,C,Worse,Better,Worse,239,18.77,,,
866,Apante-2015,INTA Precoz,ALS 0532-6,INTA Rojo,2015,A,B,Better,Worse,Worse,257,18.61,,,
867,Apante-2015,INTA Fuerte Sequia,INTA Matagalpa,INTA Rojo,2015,A,B,Better,Worse,Worse,269,16.99,,,
868,Apante-2015,INTA Ferroso,BRT 103-182,INTA Centro Sur,2015,B,A,Worse,Better,Worse,250,18.58333333,,,
869,Apante-2016,PM2 Don Rey,INTA Rojo,INTA Centro Sur,2016,A,C,Better,-9999,-9999,254,17.35,,,
870,Apante-2015,INTA Matagalpa,INTA Rojo,INTA Centro Sur,2015,C,A,Worse,Worse,Better,223,18.47,,,
871,Postrera-2016,SJC 730-79,ALS 0532-6,INTA Fuerte Sequia,2016,B,A,Worse,Better,Worse,414,16.99666667,,,
872,Apante-2015,INTA Rojo,INTA Ferroso,INTA Centro Sur,2016,B,C,Worse,Better,Worse,187,18.26333333,,,
873,Postrera-2015,INTA Matagalpa,INTA Rojo,INTA Fuerte Sequia,2015,C,A,Worse,Worse,Better,244,17.41666667,,,
874,Apante-2015,SJC 730-79,PM2 Don Rey,INTA Matagalpa,2015,B,C,Worse,Better,Worse,399,18.67,,,
875,Postrera-2015,SJC 730-79,INTA Precoz,INTA Ferroso,2015,B,A,Worse,Better,Worse,302,17.53,,,
876,Apante-2015,INTA Precoz,INTA Centro Sur,ALS 0532-6,2015,B,A,Worse,Better,Worse,203,18.59666667,,,
877,Postrera-2015,INTA Precoz,BRT 103-182,SJC 730-79,2015,A,C,Better,Worse,Better,259,17.35,,,
878,Apante-2016,SJC 730-79,ALS 0532-6,INTA Centro Sur,2016,A,C,Better,-9999,-9999,254,17.35,,,
879,Apante-2015,INTA Ferroso,INTA Matagalpa,BRT 103-182,2015,C,A,Worse,Worse,Better,426,18.59666667,,,
880,Postrera-2016,INTA Ferroso,ALS 0532-6,INTA Centro Sur,2016,B,C,Worse,Better,Worse,302,17.53,,,
881,Apante-2015,BRT 103-182,INTA Matagalpa,SJC 730-79,2015,B,C,Worse,Better,Worse,294,18.68333333,,,
882,Postrera-2015,INTA Precoz,BRT 103-182,INTA Fuerte Sequia,2015,A,C,Better,Worse,Better,254,17.39666667,,,
883,Postrera-2016,INTA Fuerte Sequia,INTA Centro Sur,INTA Ferroso,2016,B,C,Worse,Better,Worse,366,17.02333333,,,
884,Apante-2015,SJC 730-79,INTA Fuerte Sequia,INTA Rojo,2015,B,C,Worse,Better,Better,354,17.17,,,
885,Postrera-2015,INTA Precoz,INTA Fuerte Sequia,ALS 0532-6,2015,B,C,Worse,Better,Worse,264,17.30333333,,,
886,Apante-2015,PM2 Don Rey,SJC 730-79,INTA Matagalpa,2015,B,C,Worse,Better,Worse,292,17.55,,,
887,Apante-2015,SJC 730-79,INTA Rojo,INTA Fuerte Sequia,2016,B,A,Worse,Better,Worse,396,18.42333333,,,
888,Postrera-2015,INTA Matagalpa,INTA Fuerte Sequia,ALS 0532-6,2015,A,C,Better,Worse,Worse,252,16.95666667,,,
